Book Id,Title,Author,isbn,isbn13,publication_date,publisher,genres
7592,A Portrait of the Artist as a Young Man,James Joyce/Langdon Hammer,451530152,9780451530158,6/6/2006,Signet Classics,Classics/Fiction/Literature/European Literature: Irish Literature/Cultural: Ireland/Novels/Literature: 20th Century/Literary Fiction/Academic: School/Classics: Classic Literature
7596,Vincent Van Gogh: Portrait of an Artist,Jan Greenberg/Sandra Jordan,440419174,9780440419174,1/14/2003,Yearling,Biography/Art/Nonfiction/History/Childrens/Childrens: Juvenile/Academic: Read For School
7598,A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude,Gabriel García Márquez/Brenda K. Marshall/F. Murray Abraham,1570421129,9781570421129,4/1/2006,Warner Adult,
7599,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,006112009X,9780061120091,5/30/2006,Harper Perennial Modern Classics,Fiction/Classics/Magical Realism/Literature/Fantasy/Novels/Historical: Historical Fiction/European Literature: Spanish Literature/Literary Fiction/Cultural: Latin American
7600,One Hundred Years Of Solitude,Gabriel García Márquez,1857152239,9781857152234,9/21/1995,Everyman,Fiction/Classics/Magical Realism/Literature/Fantasy/Novels/Historical: Historical Fiction/European Literature: Spanish Literature/Literary Fiction/Cultural: Latin American
7603,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,081297106X,9780812971064,12/30/2003,Random House Trade Paperbacks,Nonfiction/Autobiography: Memoir/Biography/Cultural: Iran/Writing: Books About Books/Feminism/History/Biography Memoir/Womens/Biography: Autobiography
7606,The Annotated Lolita,Vladimir Nabokov/Alfred Appel,679727299,9780679727293,4/23/1991,Vintage Books,Classics/Fiction/Literature/Novels/Cultural: Russia/Romance/Literature: Russian Literature/Literary Fiction/Literature: 20th Century/Adult
7608,Lolita,Vladimir Nabokov/Jeremy Irons,739322060,9780739322062,4/26/2005,Random House Audio,Classics/Fiction/Literature/Novels/Cultural: Russia/Romance/Literature: Russian Literature/Literary Fiction/Literature: 20th Century/Adult
7609,Nacho and Lolita,Pam Muñoz Ryan/Claudia Rueda,439269687,9780439269681,10/1/2005,Scholastic Press,Childrens: Picture Books/Animals: Birds/Folklore/Childrens/European Literature: Spanish Literature/Animals
7610,Reading Lolita in Tehran,Azar Nafisi,7178484,9780007178483,1/2/2004,Fourth Estate,Nonfiction/Autobiography: Memoir/Biography/Cultural: Iran/Writing: Books About Books/Feminism/History/Biography Memoir/Womens/Biography: Autobiography
7611,sex.lies.murder.fame.,Lolita Files,60786809,9780060786809,1/10/2006,Amistad,Fiction
7613,Animal Farm,George Orwell/Boris Grabnar/Peter Škerl,452284244,9780452284241,5/6/2003,NAL,Classics/Fiction/Science Fiction: Dystopia/Fantasy/Politics/Literature/Academic: School/Science Fiction/Novels/Academic: Read For School
7615,Farm Animals (A Chunky Book),Phoebe Dunn,394862546,9780394862545,2/12/1984,Random House Books for Young Readers,Childrens: Picture Books
7624,Lord of the Flies,William Golding,140283331,9780140283334,10/1/1999,Penguin Books,Classics/Fiction/Young Adult/Academic: School/Literature/Science Fiction: Dystopia/Academic: Read For School/Novels/Young Adult: High School/Adventure
7633,Good Soldier Svejk And His Fortunes In The World,Jaroslav Hašek,141184280,9780141184289,10/3/2000,Penguin Classic,Fiction/Classics/European Literature: Czech Literature/Humor/War/Historical: Historical Fiction/Literature/War: World War I/Novels/Literature: 20th Century
7637,The Good Soldier,Ford Madox Ford/Frank Kermode,1593082681,9781593082680,3/28/2005,Barnes  Noble Classics,Classics/Fiction/Literature/European Literature: British Literature/Novels/Literature: 20th Century/Historical: Historical Fiction/Literary Fiction/Romance/Literature: English Literature
7656,Fahrenheit 451,Ray Bradbury,8445074873,9788445074879,4/1/2004,Del Rey,Classics/Fiction/Science Fiction/Science Fiction: Dystopia/Academic: School/Literature/Novels/Fantasy/Audiobook/Adult
7661,Next,Michael Crichton,60872985,9780060872984,11/28/2006,Harper,Fiction/Science Fiction/Thriller/Mystery/Suspense/Novels/Science Fiction Fantasy/Biology: Genetics/Thriller: Mystery Thriller/Adventure
7662,Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery,Michael Crichton,517084791,9780517084793,3/1/1993,Wings,Fiction/Science Fiction/Thriller/Suspense/Anthologies: Collections/Mystery/Science Fiction Fantasy
7663,A Case of Need,Jeffery Hudson/Michael Crichton,451210638,9780451210630,8/5/2003,Signet,Fiction/Mystery/Thriller/Medical/Suspense/Thriller: Mystery Thriller/Mystery: Crime/Science Fiction/Health: Medicine/Adult
7664,A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead,Michael Crichton,517101351,9780517101353,3/6/1994,Wings Books,Fiction/Thriller/Science Fiction/Adventure/Fantasy/Anthologies: Collections
7665,Travels,Michael Crichton,60509058,9780060509057,11/5/2002,Harpperen,Nonfiction/Travel/Biography/Autobiography: Memoir/Biography: Autobiography/Biography Memoir/Adventure/Travel: Travelogue/History/Thriller
7668,Rising Sun,Michael Crichton,606298231,9780606298230,8/30/2004,Turtleback Books,Fiction/Thriller/Mystery/Suspense/Mystery: Crime/Thriller: Mystery Thriller/Cultural: Japan/Science Fiction/Novels/Adventure
7670,The Andromeda Strain (Andromeda  #1),Michael Crichton,60541814,9780060541811,10/28/2003,Avon Books,Science Fiction;Fiction;Thriller;Science Fiction Fantasy;Mystery;Horror;Suspense;Novels;Classics;Audiobook
7672,Congo,Michael Crichton,60541830,9780060541835,10/28/2003,Avon Books,Fiction/Science Fiction/Thriller/Adventure/Horror/Mystery/Suspense/Cultural: Africa/Novels/Thriller: Mystery Thriller
7673,Eaters of the Dead,Michael Crichton,60891564,9780060891565,8/29/2006,Avon,Fiction/Historical: Historical Fiction/Fantasy/Thriller/Adventure/Horror/Historical/Science Fiction/Novels/Fantasy: Mythology
7674,The Michael Crichton Collection: Airframe / The Lost World / Timeline,Michael Crichton/Stephen Lang/Anthony Heald/Blair Brown,739340336,9780739340332,8/29/2006,Random House Audio,Fiction
7677,Jurassic Park (Jurassic Park  #1),Michael Crichton,030734813X,9780307348135,4/4/2006,Plaza y Janes,Science Fiction/Fiction/Thriller/Adventure/Fantasy/Horror/Classics/Science Fiction Fantasy/Animals: Dinosaurs/Adult
7679,The Terminal Man,Michael Crichton,60092572,9780060092573,11/5/2002,Avon,Fiction/Science Fiction/Thriller/Suspense/Horror/Mystery/Novels/Science Fiction Fantasy/Medical/Thriller: Mystery Thriller
7681,Five Patients,Michael Crichton,345354648,9780345354648,1/13/1989,Ballantine Books,Nonfiction/Medical/Health: Medicine/Science/Thriller/Autobiography: Memoir/Drama/Health/Thriller: Mystery Thriller/Mystery
7684,Twister,Michael Crichton/Anne-Marie Martin,345409701,9780345409706,4/7/1999,Ballantine Books,Fiction/Thriller/Science Fiction/Adventure/Media Tie In/Culture: Film/Adult Fiction/Romance/Environment: Nature/Thriller: Mystery Thriller
7687,Peter Pan and Other Plays,J.M. Barrie/Peter Hollindale,192839195,9780192839190,7/15/1999,Oxford University Press,Plays/Classics/Drama/Fantasy/Fiction/Literature: 20th Century/Academic: School/Childrens/Fantasy: Fairy Tales/Plays: Theatre
7694,Management Information Systems: Managing the Digital Firm,Kenneth C. Laudon/Jane P. Laudon,131538411,9780131538412,3/1/2005,Prentice Hall,Business/Nonfiction/Textbooks/Business: Management/Economics/Science: Computer Science/Reference
7695,Holy the Firm,Annie Dillard,60915439,9780060915438,12/30/1998,Harper Perennial,Nonfiction/Writing: Essays/Autobiography: Memoir/Spirituality/Philosophy/Religion/Poetry/Environment: Nature/Religion: Theology/Literature
7697,Persian Mirrors: The Elusive Face of Iran,Elaine Sciolino,743284798,9780743284790,10/3/2005,Free Press,Cultural: Iran/Nonfiction/History/Travel/Politics/Writing: Journalism/Religion: Islam/Cultural/Cultural: Asia/Religion
7700,Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion,George Bernard Shaw/Sandie Byrne,393977536,9780393977530,5/16/2002,W.W. Norton & Company,Plays/Drama/Classics/Literature/Plays: Theatre/European Literature: British Literature
7707,Pygmalion & My Fair Lady,George Bernard Shaw/Alan Jay Lerner,451530098,9780451530097,3/7/2006,Signet,Plays/Classics/Fiction/Drama/Plays: Theatre/Romance/Literature/Historical: Historical Fiction/Humor: Comedy/Music
7708,Saint Joan/Major Barbara/Androcles and the Lion,George Bernard Shaw,394604806,9780394604800,11/12/1979,Modern Library/Random House (NY),Drama/Plays/European Literature: Irish Literature
7714,Pygmalion,George Bernard Shaw,486282228,9780486282220,10/20/1994,Dover Publications,Classics/Plays/Fiction/Drama/Plays: Theatre/Academic: School/Literature/Romance/European Literature: British Literature/Humor
7716,Plays Pleasant,George Bernard Shaw/Dan H. Laurence/W.J. McCormack,140437940,9780140437942,3/27/2003,Penguin Classics,Plays/Drama/Classics/Fiction/Literature: 19th Century/Cultural: Ireland/Literature/Plays: Theatre/European Literature: Irish Literature/European Literature: British Literature
7717,The Metamorphosis,Peter Kuper/Franz Kafka/Kerstin Hasenpusch,1400047951,9781400047956,8/5/2003,Crown,Sequential Art: Graphic Novels/Fiction/Classics/Sequential Art: Comics/Horror/Fantasy/Philosophy/Literature/Short Stories/Academic: School
7718,The Metamorphosis (Graphic Novel Adaptation),Peter Kuper/Franz Kafka/Kerstin Hasenpusch,1400052998,9781400052998,7/20/2004,Broadway Books,Sequential Art: Graphic Novels/Fiction/Classics/Sequential Art: Comics/Horror/Fantasy/Philosophy/Literature/Short Stories/Academic: School
7721,The Metamorphosis,Franz Kafka/Stanley Corngold,393967972,9780393967975,2/17/1996,W. W. Norton & Company,Classics/Fiction/Fantasy/Literature/Philosophy/Short Stories/Academic: School/Horror/European Literature: German Literature/Novels
7723,The Metamorphosis and Other Stories,Franz Kafka/Jason Baker/Donna Freed,1593080298,9781593080297,7/1/2003,Barnes  Noble Classics,Classics/Fiction/Short Stories/Literature/Fantasy/Philosophy/European Literature: German Literature/Horror/Literary Fiction/Academic: School
7724,The Metamorphosis and Other Stories,Franz Kafka/Stanley Appelbaum,486290301,9780486290300,4/12/1996,Dover Publications,Fiction/Classics/Short Stories/Literature/Philosophy/Horror/Fantasy/European Literature: German Literature/Academic: School/Classics: Classic Literature
7731,Antigone's Claim: Kinship Between Life and Death,Judith Butler,231118953,9780231118958,5/23/2002,Columbia University Press,Philosophy/Nonfiction/Philosophy: Theory/Feminism/Gender/LGBT: Queer/Academic/Writing: Essays/Fantasy: Mythology/Politics
7733,Gulliver's Travels,Jonathan Swift/Robert DeMaria Jr.,141439491,9780141439495,1/30/2003,Penguin,Classics/Fiction/Fantasy/Adventure/Literature/Novels/Classics: Classic Literature/Literature: 18th Century/Academic: School/European Literature: British Literature
7734,Gulliver's Travels,Jonathan Swift/Claude Julien Rawson/Ian Higgins,192805347,9780192805348,3/10/2005,Oxford University Press,Classics/Fiction/Fantasy/Adventure/Literature/Novels/Classics: Classic Literature/Literature: 18th Century/Academic: School/European Literature: British Literature
7737,Gulliver's Travels,Jonathan Swift/David Case,1400102723,9781400102723,10/1/2006,Tantor Media,Classics/Fiction/Fantasy/Adventure/Literature/Novels/Classics: Classic Literature/Literature: 18th Century/Academic: School/European Literature: British Literature
7739,Gulliver's Travels,Gill Harvey/Jonathan Swift,794503292,9780794503291,1/29/2008,Usborne Books,Classics/Fiction/Fantasy/Childrens/Literature/Academic: School
7740,Gulliver's Travels,Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift,1402726627,9781402726620,3/28/2006,Sterling,Classics/Fiction/Fantasy/Childrens/Academic: School/Adventure/Childrens: Middle Grade/Childrens: Juvenile
7741,Gulliver's Travels,Jonathan Swift/Robert Hardy,1844560341,9781844560349,1/1/2001,Hodder Audio,Classics/Fiction/Fantasy/Adventure/Literature/Novels/Classics: Classic Literature/Literature: 18th Century/Academic: School/European Literature: British Literature
7742,Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund,60838744,9780060838744,8/2/2005,William Morrow Paperbacks,Fiction/Historical: Historical Fiction/Historical/Literature/Adult Fiction/Novels/Literary Fiction/Book Club/Adult/Contemporary
7747,Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,7204493,9780007204496,4/4/2005,Harper Perennial,Fiction/Classics/Humor/Writing: Journalism/Novels/Literature/Literature: American/Contemporary/Travel/Humor: Comedy
7748,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,446698229,9780446698221,10/1/2006,Warner Books (NY),Nonfiction/Politics/History/Writing: Journalism/Autobiography: Memoir/Humor/North American Hi...: American History/Classics/Writing: Essays/Biography
7749,Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,446313939,9780446313933,12/1/1982,Warner Books,Fiction/Classics/Humor/Writing: Journalism/Novels/Literature/Literature: American/Contemporary/Travel/Humor: Comedy
7752,Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,Hunter S. Thompson,684873168,9780684873169,12/4/2001,Simon  Schuster,Nonfiction/Writing: Journalism/Biography/Politics/Autobiography: Memoir/History/Writing: Essays/Biography Memoir/Literature/Unfinished
7757,Cliffsnotes on Beckett's Waiting for Godot and Other Plays,James Lamar Roberts/Jeffrey Fisher,822013541,9780822013549,7/28/1980,Cliffs Notes,Study Aids
7763,The Joy Luck Club,Amy Tan,143038095,9780143038092,9/21/2006,Penguin Books,Fiction/Historical: Historical Fiction/Classics/Cultural: China/Contemporary/Adult Fiction/Adult/Historical/Cultural: Asia/Literature
7769,Dr. Seuss's ABC,Dr. Seuss,679882812,9780679882817,11/26/1996,Random House,Childrens/Childrens: Picture Books/Fiction/Classics/Poetry/Kids/Fantasy/Humor/Childrens: Juvenile/Academic: School
7772,Dr. Seuss's Sleep Book,Dr. Seuss,394800915,9780394800912,7/24/2012,New York: Random House,Childrens/Childrens: Picture Books/Fiction/Poetry/Classics/Humor/Kids/Fantasy/Childrens: Juvenile/Young Adult
7775,Happy Birthday to You!,Dr. Seuss,394800761,9780394800769,8/12/1959,Random House Books for Young Readers,Childrens: Picture Books/Childrens/Fiction/Poetry/Classics/Fantasy/Humor/Kids/Holiday/Childrens: Juvenile
7777,McElligot's Pool,Dr. Seuss,394800834,9780394800837,9/12/1947,Random House Books for Young Readers,Childrens: Picture Books/Childrens/Fiction/Poetry/Classics/Humor/Fantasy/Animals/Childrens: Juvenile/Kids
7778,The Cat in the Hat,Dr. Seuss,679891110,9780679891116,11/11/1997,Random House Books for Young Readers,Childrens/Childrens: Picture Books/Classics/Fiction/Poetry/Fantasy/Humor/Animals/Kids/Animals: Cats
7779,Horton Hears a Who!,Dr. Seuss,679800034,9780679800033,10/10/1990,Random House Books for Young Readers,Childrens/Childrens: Picture Books/Fiction/Classics/Poetry/Fantasy/Animals/Kids/Humor/Childrens: Juvenile
7781,The 500 Hats of Bartholomew Cubbins,Dr. Seuss,039484484X,9780394844848,12/9/1989,Random House Books for Young Readers,Childrens/Childrens: Picture Books/Fiction/Classics/Fantasy/Humor/Poetry/Childrens: Juvenile/Kids/Young Adult
7783,Oh Say Can You Say?,Dr. Seuss,7175221,9780007175222,11/1/2005,London : Collins  2004.,Childrens/Childrens: Picture Books/Fiction/Poetry/Classics/Humor/Kids/Childrens: Juvenile/Fantasy/Animals
7784,The Lorax,Dr. Seuss,679889108,9780679889106,2/24/1998,Random House Books for Young Readers,Childrens/Childrens: Picture Books/Fiction/Classics/Poetry/Fantasy/Environment/Young Adult/Kids/Environment: Nature
7785,I Can Read With My Eyes Shut!,Dr. Seuss,7158513,9780007158515,5/6/2003,HarperCollinsChildren’sBooks,Childrens: Picture Books/Childrens/Fiction/Classics/Poetry/Humor/Kids/Fantasy/Writing: Books About Books/Young Adult
7786,¡Horton escucha a quién!,Dr. Seuss/Yanitzia Canetti,1930332351,9781930332355,3/1/2003,Lectorum Publications,Childrens/Childrens: Picture Books/Fiction/Classics/Poetry/Fantasy/Animals/Kids/Humor/Childrens: Juvenile
7788,The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss/Various,807218731,9780807218730,10/14/2003,Listening Library (Audio),Childrens/Childrens: Picture Books/Classics/Fiction/Poetry/Audiobook/Fantasy/Childrens: Juvenile/Humor/Kids
7789,Daisy-Head Mayzie,Dr. Seuss,679867120,9780679867128,1/11/1995,Random House Books for Young Readers,Childrens: Picture Books/Childrens/Fiction/Poetry/Classics/Fantasy/Academic: School/Humor/Kids/Childrens: Juvenile
7791,Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,Richard H. Minear/Art Spiegelman/Dr. Seuss,1565847040,9781565847040,9/1/2001,The New Press,History/Nonfiction/Art/Sequential Art: Comics/Politics/Humor/War: World War II/Sequential Art: Cartoon/War/Sequential Art: Graphic Novels
7793,Dr. Seuss's ABC (Book & CD),Dr. Seuss,375834966,9780375834967,1/5/2005,Random House Books for Young Readers,Childrens/Childrens: Picture Books/Fiction/Classics/Poetry/Kids/Fantasy/Humor/Childrens: Juvenile/Academic: School
7796,Cattus Petasatus: The Cat in the Hat in Latin,Dr. Seuss/Jennifer Morrish Tunberg/Terence Tunberg/Terence O. Tunberg/Guenevera Tunberg/Terentio Tunberg,865164711,9780865164710,5/6/2005,Bolchazy-Carducci Publishers,Childrens/Childrens: Picture Books/Classics/Fiction/Poetry/Fantasy/Humor/Animals/Kids/Animals: Cats
7797,Ten Apples Up On Top!,Theo LeSieg/Dr. Seuss/Roy McKie,7169973,9780007169979,8/4/2003,HarperCollinsChildren’sBooks,Childrens: Picture Books/Childrens/Fiction/Number: Counting/Science: Mathematics/Animals/Classics/Poetry/Kids/Mathematics: Number
7803,The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,Julia Butterfly Hill,62516590,9780062516596,4/3/2001,HarperOne,Nonfiction/Autobiography: Memoir/Environment: Nature/Biography/Environment/Biography Memoir/Social Issues: Activism/Biology: Ecology/Spirituality/Biography: Autobiography
7805,Pale Fire,Vladimir Nabokov,141185260,9780141185262,8/31/2000,Penguin Books Ltd,Fiction/Classics/Poetry/Literature/Cultural: Russia/Novels/Literature: Russian Literature/Literary Fiction/Literature: 20th Century/Literature: American
7806,Nabokov's Pale Fire: The Magic of Artistic Discovery,Brian Boyd,691089574,9780691089577,11/4/2001,Princeton University Press,Nonfiction/Criticism/Literature/Art/Criticism: Literary Criticism/Cultural: Russia
7807,Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,Vladimir Nabokov/Brian Boyd,1883011191,9781883011192,10/1/1996,Library of America,Fiction/Literature/Classics/Novels/Literature: American/Cultural: Russia/Literary Fiction
7811,A Friend of the Earth,T. Coraghessan Boyle,747553467,9780747553465,10/8/2001,Bloomsbury Paperbacks,Fiction/Science Fiction/Science Fiction: Dystopia/Environment/Science Fiction: Climate Change Fiction/Novels/Literary Fiction/Contemporary/Historical: Historical Fiction/Environment: Climate Change
7815,The Year of Magical Thinking,Joan Didion,1400078431,9781400078431,2/13/2007,Vintage,Nonfiction/Autobiography: Memoir/Biography/Biography Memoir/Audiobook/Death/Biography: Autobiography/Writing: Essays/Psychology/Literature: American
7821,Seduction and Betrayal: Women and Literature,Elizabeth Hardwick/Joan Didion,940322781,9780940322783,8/31/2001,NYRB Classics,Nonfiction/Writing: Essays/Feminism/Criticism: Literary Criticism/Writing: Books About Books/Literature/History/Criticism/Female Authors/Literature: 20th Century
7830,After Henry,Joan Didion,679745394,9780679745396,4/27/1993,Vintage,Writing: Essays/Nonfiction/Autobiography: Memoir/Writing: Journalism/Politics/Literature: 20th Century/New York/Literature: American/History/The United States Of America
7838,O Ano do Pensamento Mágico,Joan Didion,8520918867,9788520918869,5/24/2006,Nova Fronteira,Nonfiction/Autobiography: Memoir/Biography/Biography Memoir/Audiobook/Death/Biography: Autobiography/Writing: Essays/Psychology/Literature: American
7841,Another Day in Paradise: The Fourth Sherman's Lagoon Collection,Jim Toomey,740720120,9780740720123,9/6/2001,Andrews McMeel Publishing,Humor/Sequential Art: Comics/Sequential Art: Comic Strips/Sequential Art: Cartoon/Fiction
7842,Another Day in Cubicle Paradise,Scott Adams,740721941,9780740721946,3/1/2002,Andrews McMeel Publishing,Humor/Sequential Art: Comics/Fiction/Sequential Art: Comic Strips/Humor: Comedy/Sequential Art: Graphic Novels/Graphic Novels Comics/Sequential Art/Sequential Art: Cartoon/Business
7845,Moby Dick,Herman Melville,140620621,9780140620627,1/1/1994,Penguin Books/Penguin Popular Classics,Classics/Fiction/Literature/Adventure/Historical: Historical Fiction/Novels/Literature: American/Literature: 19th Century/Classics: Classic Literature/Audiobook
7847,Moby-Dick,Herman Melville/Nathaniel Philbrick,142000086,9780142000083,9/1/2001,Penguin Books,Classics/Fiction/Literature/Adventure/Historical: Historical Fiction/Novels/Literature: American/Literature: 19th Century/Classics: Classic Literature/Audiobook
7848,Moby-Dick; or  The Whale,Herman Melville/Rockwell Kent/Elizabeth Hardwick,067978327X,9780679783275,10/10/2000,Modern Library,Classics/Fiction/Literature/Adventure/Historical: Historical Fiction/Novels/Literature: American/Literature: 19th Century/Classics: Classic Literature/Audiobook
7849,Moby Dick  or The Whale,Herman Melville/Harrison Hayford/Hershel Parker,810119110,9780810119116,9/19/2001,Northwestern University Press,Classics/Fiction/Literature/Adventure/Historical: Historical Fiction/Novels/Literature: American/Literature: 19th Century/Classics: Classic Literature/Audiobook
7850,The Girl in the Flammable Skirt,Aimee Bender,385492162,9780385492164,8/17/1999,Anchor,Short Stories/Fiction/Magical Realism/Fantasy/Literary Fiction/Contemporary/Adult Fiction/Speculative Fiction/Short Stories: Short Story Collection/Adult
7855,Planet of Slums,Mike  Davis,1844670228,9781844670222,3/1/2006,Verso,Nonfiction/Politics/History/Economics/Sociology/Cities: Urbanism/Science: Geography/Cities: Urban Studies/Geography: Cities/Architecture
7859,Late Victorian Holocausts: El Niño Famines and the Making of the Third World,Mike  Davis,1859843824,9781859843826,6/17/2002,Verso,History/Nonfiction/Politics/Economics/Environment/Cultural: India/History: World History/Sociology/Cultural: China/Science
7861,No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,Justin Akers Chacón/Mike  Davis,1931859353,9781931859356,4/1/2006,Haymarket Books,Nonfiction/Politics/Social Movements: Social Justice/History/Race/Social Issues: Activism/Academic: Read For School/Social Issues/Race: Anti Racist/Education
7865,Days Between Stations,Steve Erickson,743265696,9780743265690,2/9/2005,Simon & Schuster,Fiction/Science Fiction/Fantasy/Magical Realism/Novels/Mystery/Literature: 20th Century/Literature/The United States Of America/Literature: American
7869,The Bourne Identity (Jason Bourne  #1),Robert Ludlum,752864327,9780752864327,3/24/2005,Orion,Fiction/Thriller/Mystery/Suspense/Spy Thriller: Espionage/Action/Adventure/Thriller: Mystery Thriller/Mystery: Crime/Thriller: Spy Thriller
7881,Little Plum,Rumer Godden/Jean Primrose,140307370,9780140307375,8/1/1987,Puffin Books,Childrens/Fiction/Childrens: Juvenile/Fantasy/European Literature: British Literature/Classics/Cultural: Japan
7890,Betsy's Wedding (Betsy-Tacy  #10),Maud Hart Lovelace/Vera Neville,64405443,9780064405447,3/31/1996,HarperTrophy,Classics/Young Adult/Historical: Historical Fiction/Fiction/Childrens/Historical/Romance/Childrens: Middle Grade/Childrens: Juvenile/Childrens: Childrens Classics
7891,Betsy and the Great World (Betsy-Tacy  #9),Maud Hart Lovelace/Vera Neville,64405451,9780064405454,3/31/1996,HarperTrophy,Classics/Young Adult/Fiction/Historical: Historical Fiction/Childrens/Historical/Travel/Childrens: Middle Grade/Romance/Childrens: Juvenile
7894,Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),Maud Hart Lovelace/Lois Lenski,64400999,9780064400992,4/5/2000,HarperCollins,Fiction/Childrens/Classics/Historical: Historical Fiction/Childrens: Middle Grade/Historical/Childrens: Juvenile/Young Adult/Childrens: Childrens Classics/Realistic Fiction
7895,Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series,Julie A. Schrader,971316821,9780971316829,12/31/2002,Minnesota Heritage Publishing,Nonfiction;Biography;History
7896,Early Candlelight,Maud Hart Lovelace/Rhoda R. Gilman,873512693,9780873512695,8/15/1992,Minnesota Historical Society Press,Historical: Historical Fiction/Classics/Fiction/Young Adult/Historical/Romance/Literature: American/Childrens: Childrens Classics
7898,Betsy and Joe (Betsy-Tacy  #8),Maud Hart Lovelace/Vera Neville,006440546X,9780064405461,3/31/1995,HarperTrophy,Classics/Fiction/Young Adult/Historical: Historical Fiction/Childrens/Historical/Romance/Childrens: Middle Grade/Childrens: Juvenile/Childrens: Childrens Classics
7901,Betsy Was a Junior (Betsy-Tacy  #7),Maud Hart Lovelace/Vera Neville,64405478,9780064405478,3/31/1995,HarperTrophy,Classics/Historical: Historical Fiction/Young Adult/Fiction/Childrens/Historical/Childrens: Middle Grade/Childrens: Childrens Classics/Childrens: Juvenile/Romance
7905,Betsy and Tacy Go Downtown (Betsy-Tacy  #4),Maud Hart Lovelace/Lois Lenski,690134495,9780690134490,1/1/1943,Thomas Y. Crowell Company,Fiction/Childrens/Classics/Historical: Historical Fiction/Childrens: Middle Grade/Historical/Childrens: Juvenile/Young Adult/Childrens: Childrens Classics/Kids
7906,Emily of Deep Valley (Deep Valley  #2),Maud Hart Lovelace/Vera Neville,64408582,9780064408585,12/31/2000,HarperTrophy,Classics/Fiction/Young Adult/Historical: Historical Fiction/Childrens/Historical/Romance/Childrens: Middle Grade/Childrens: Juvenile/Childrens: Childrens Classics
7909,Betsy-Tacy (Betsy-Tacy  #1),Maud Hart Lovelace/Lois Lenski,64400964,9780064400961,8/14/2007,HarperCollins,Classics/Childrens/Fiction/Historical: Historical Fiction/Childrens: Middle Grade/Young Adult/Childrens: Juvenile/Historical/Childrens: Chapter Books/Childrens: Childrens Classics
7911,Five Little Peppers and How They Grew (Five Little Peppers  #1),Margaret Sidney,1416916172,9781416916178,6/1/2006,Aladdin,Classics/Fiction/Childrens/Historical: Historical Fiction/Young Adult/Childrens: Middle Grade/Childrens: Juvenile/Literature/Family/Historical
7914,Five Little Peppers at School,Margaret Sidney/Barbara Cooney,044040035X,9780440400356,1/1/1988,Yearling,Fiction/Childrens/Classics/Historical: Historical Fiction/Young Adult/Childrens: Chapter Books
7924,All-of-a-Kind Family Uptown (All-of-a-Kind-Family  #4),Sydney Taylor,929093097,9780929093093,4/1/2001,Taylor Productions Ltd,Historical: Historical Fiction/Childrens/Fiction/Classics/Literature: Jewish/Childrens: Middle Grade/Young Adult/Historical/Childrens: Juvenile/New York
7926,All-of-a-Kind Family (All-of-a-Kind-Family  #1),Sydney Taylor,385732953,9780385732956,8/23/2005,Delacorte Press,Historical: Historical Fiction/Fiction/Childrens/Classics/Childrens: Middle Grade/Literature: Jewish/Historical/Young Adult/Childrens: Juvenile/Family
7938,Winter Cottage,Carol Ryrie Brink,20419708,9780020419709,6/1/1974,Atheneum,Historical: Historical Fiction/Childrens/Fiction/Holiday: Christmas/Childrens: Juvenile/Childrens: Middle Grade/Young Adult/Literature: 20th Century/Childrens: Chapter Books/Classics
7946,Eddie's Valuable Property,Carolyn Haywood,688320147,9780688320140,3/1/1975,William Morrow & Company,Childrens;Fiction
7955,Empire (Empire  #1),Orson Scott Card,765316110,9780765316110,11/28/2006,Tor Books,Science Fiction/Fiction/Thriller/Science Fiction Fantasy/Politics/Fantasy/War: Military Fiction/War/Audiobook/Science Fiction: Alternate History
7956,Treason,Orson Scott Card,765309041,9780765309044,1/24/2006,Orb Books,Science Fiction/Fiction/Fantasy/Science Fiction Fantasy/Audiobook/Adult/Speculative Fiction/Novels/Space/Science Fiction: Dystopia
7957,First Meetings in Ender's Universe (Ender's Saga  #0.5),Orson Scott Card,765347989,9780765347985,9/1/2004,Tor,Science Fiction;Fiction;Short Stories;Young Adult;Science Fiction Fantasy;Fantasy;Audiobook;Adult;Space;Novels
